objID specObjID
1237648722828132435 3211191953601357824
1237654604248055879 3667130020750532608
1237654604248055895 3667130295628439552
1237651753460302439 5333444028262969344
1237648722828132369 3228067808004827136
1237651752923431050 3228077153853663232
1237651752923234421 4310183530346508288
1237651753997238486 5333440179972272128
1237653665258930356 5333442104117620736
1237651754534175044 5333624348169924608
1237654599952498822 3551192565791432704
1237651754533716091 3551193390425153536
1237654599953219716 3551253863564681216
1237654599952957461 5333631494995505152
1237654599952957620 5333635343286202368
1237654599953023004 5333641390600155136
1237648722827935902 3211167764345546752
1237648722827935750 3211168039223453696
1237651752923103412 3551158480930971648
1237653664184795282 3551159305564692480
1237653664184730130 3551159855320506368
1237653664184729775 3551160130198413312
1237648722827870212 3228044168504829952
1237651752923103409 3228044993138550784
1237648722827935861 3228054888743200768
1237648722828001327 3228055438499014656
1237648722827935914 3228056263132735488
1237651754534174988 3551220603337940992
1237651753997304039 3551220878215847936
1237651754534175033 3551221702849568768
1237653665258930215 3551221977727475712
1237653665258864816 3551222252605382656
1237651753997303969 3551222527483289600
1237651754534174788 3551222802361196544
1237653665258930254 3551223077239103488
1237651753997369357 3551223352117010432
1237653665258995727 3551223626994917376
1237651754534174790 3551223901872824320
1237653665258864812 3551224176750731264
1237651753997303958 3551224451628638208
1237653665258930348 3551225001384452096
1237651753997369437 3551225276262359040
1237651754534109333 3551225551140265984
1237653665795801336 3551225826018172928
1237651754534240411 3551226100896079872
1237651753997434884 3551226375773986816
1237653665259061653 3551226650651893760
1237651753997435122 3551226925529800704
1237653665795866649 3551227200407707648
1237651753997369525 3551227475285614592
1237653665258995841 3551227750163521536
1237653665259061529 3551228025041428480
1237653665258995944 3551228299919335424
1237653665259061525 3551228574797242368
1237651753997369515 3551228849675149312
1237653664722190456 3551229124553056256
1237653664722125004 3551229399430963200
1237653665259126951 3551229674308870144
1237653665258995839 3551229949186777088
1237653664722190592 3551230498942590976
1237651754534305965 3551231048698404864
1237654599952957553 3551231873332125696
1237651754533716153 3551194215058874368
1237651754533716093 3551195039692595200
1237653665795408110 3551195589448409088
1237651753996845185 3551196414082129920
1237653665258471596 3551196963837943808
1237653665795670435 3551199712617013248
1237653665795604522 3551201361884454912
1237654599952629845 3551201636762361856
1237653665795539119 3551202186518175744
1237654599952629921 3551203286029803520
1237654599952695602 3551203835785617408
1237651754533781784 3551204110663524352
1237653664721797238 3551204385541431296
1237653665795539109 3551204660419338240
1237651754533781708 3551205210175152128
1237653665258602585 3551205485053059072
1237651754533847313 3551205759930966016
1237651754533847216 3551206034808872960
1237651754533912629 3551206309686779904
1237653665795473476 3551206584564686848
1237651753997041791 3551206859442593792
1237653665258602600 3551207134320500736
1237651753997041668 3551207409198407680
1237651753996976236 3551207684076314624
1237653665795539069 3551207958954221568
1237651754533847069 3551208508710035456
1237653665258668250 3551208783587942400
1237653665258733775 3551209058465849344
1237651752923234445 3228056538010642432
1237648722827935919 3228057912400177152
1237648722828001419 3228059561667618816
1237653665795866835 3551232423087939584
1237654599952892090 3551232972843753472
1237654599952891973 3551233797477474304
1237654599952891940 3551234072355381248
1237654599952957460 3551234622111195136
1237653665795866686 3551234896989102080
1237654599952957612 3551235171867009024
1237653665795932396 3551235446744915968
1237654599952957660 3551236271378636800
1237651753997566164 3551237096012357632
1237653665259257940 3667128096605184000
1237653665796128874 3667128371483090944
1237651754534437044 3667130570506346496
1237653665259257888 3667131120262160384
1237653665259258107 3667131944895881216
1237651753997500564 3667133869041229824
1237653664722321421 3667134693674950656
1237651753997566244 3667137717331927040
1237651754533847295 3551209333343756288
1237654599952695476 3551210982611197952
1237654599952760912 3551211257489104896
1237653665795735658 3551213456512360448
1237654599952367823 5333553429669933056
1237651753997172900 5333451175088549888
1237651753997631763 3667138267087740928
1237651753997566229 3667138541965647872
1237651754534371595 3667139091721461760
1237651754534306010 3667139366599368704
1237651754534305973 3667139641477275648
1237654599953023046 3667139916355182592
1237653665795997792 3667140191233089536
1237653665259126932 3667140740988903424
1237653665259126930 3667141015866810368
1237654599952957657 3667141565622624256
1237653665795997888 3667142115378438144
1237651754534371538 3667143214890065920
1237653665795932377 3667144039523786752
1237653665795801111 3551209608221663232
1237653665795735726 3551210432855384064
1237654599952891933 3551212906756546560
1237653665795801415 3551213181634453504
1237654599952826555 3551214281146081280
1237653665258864780 3551218404314685440
1237651753997238312 3551219228948406272
1237651753997238444 3551132367529811968
1237654599953023025 3551245892105379840
1237653665796063300 3551246441861193728
1237653665796063293 3551246716739100672
1237653665795997816 3551246991617007616
1237654599953088638 3551247541372821504
1237653665796063275 3551247816250728448
1237653665259257963 3551250015273984000
1237653665259257908 3551250565029797888
1237651754534502442 3551251664541425664
1237651754534502584 3551252489175146496
1237653664722387045 3551252764053053440
1237653665259258101 3551253038930960384
1237654599953154190 3551254413320495104
1237653665796128929 3551257436977471488
1237651754534502539 3551257711855378432
1237653665796128918 3551257986733285376
1237651754534502582 3551260185756540928
1237651753997566335 3551237370890264576
1237651753997500603 3551237645768171520
1237651754534437155 3551237920646078464
1237653665259258025 3551238745279799296
1237651754534371570 3551239020157706240
1237651753997566231 3551239295035613184
1237653664722387213 3551239569913520128
1237651753997500583 3551239844791427072
1237653664722321418 3551240119669334016
1237653665259192332 3551240669425147904
1237653665259126885 3551240944303054848
1237653664722256034 3551241219180961792
1237651753997500589 3551241768936775680
1237651753997500592 3551242043814682624
1237651754534437168 3551242318692589568
1237654599953023343 3551243143326310400
1237654599953088669 3551243418204217344
1237653665258799431 5333453923867619328
1237653664721862790 5333459971181572096
1237651753997107327 5333463819472269312
1237653665258668086 5333475914100174848
1237651754533978310 5333589713553649664
1237651753997041866 3551134566553067520
1237653664721731627 3551141438500741120
1237653664721666276 3551142263134461952
1237653664721731762 3551142812890275840
1237651753996845089 3551151883861204992
1237651753997107369 3551220328460034048
1237653665795735822 3551221427971661824
1237654599952433395 3551177447506550784
1237654599952367950 3551177722384457728
1237653664721928320 3551133467041439744
1237653664721928343 3551134016797253632
1237651753996846051 5333506150669938688
1237654599952564235 3551189542134456320
1237654599952498878 3551190366768177152
1237654599952498761 3551190916523991040
1237653665258864745 3551215105779802112
1237651754534043793 3551215380657709056
1237653665258864753 3551215655535616000
1237651754534043866 3551215930413522944
1237651754533912827 3551216205291429888
1237651753997107309 3551216480169336832
1237651754534043799 3551216755047243776
1237651754534043744 3551217029925150720
1237653665258733619 3551217304803057664
1237651754534043693 3551217579680964608
1237653665258799234 3551217854558871552
1237651754533978339 3551218129436778496
1237653665795604691 3551218679192592384
1237651754534043665 3551218954070499328
1237653665258864769 3551219503826313216
1237653665258799301 3551220053582127104
1237651754534044505 5333600708669927424
1237653665795670205 5333601258425741312
